variable,column,units,group,w1_coef,w1_t,w1_se,w2_coef,w2_t,w2_se,w3_coef,w3_t,w3_se,n,first_stage_F_w1
Euro Stoxx 50,stoxx,pct,Global,0.1482448964181392,0.4310594232538447,0.34390826048788153,9.718682990500648,0.3957099095552877,24.56012032001634,0.18037883415683936,0.5321235795351384,0.33897921665944175,35,40.05330058074069
Nikkei 225,nikkei,pct,Global,0.07341837096338569,0.12230347125903443,0.6002967062798092,31.80362385883371,0.1147089999126972,277.25482641326164,0.1463591205284605,0.25966895466840517,0.5636373463102653,32,36.739156655308385
Tel Aviv 125,ta125,pct,Global,-0.5028347816209946,-0.7503685087905871,0.670117116763659,-7.04732170293391,-0.8620593983591224,8.174983900585108,-0.435362507678695,-0.6533698680742951,0.6663339234817447,29,22.669644742075295
